字段标识,字段描述,字段名称,数据类型,字段取值示例,出现次数,值集校验取值,字段含义解读,报送税局字段层级,交叉校验规则,最小字符长度,最大字符长度,最小小数位精度,最大小数位精度,来源文档,来源页码
BT-88,Name of the payment card holder. A group of business terms that specify direct debit.,Cardholder Name,Text,Ivan Perić,0..1,,"Name of the payment card holder. A group of business terms that specify direct debit. This group can be used to provide advance notice in the invoice that the payment will be made via SEPA or other direct debit initiated by the seller, in accordance with SEPA rules or another direct debit scheme.","Invoice: /Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName
CreditNote: /CreditNote/cac:PaymentMeans/cac:CardAccount/cbc:HolderName",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"66,67"
BT-89,Unique identifier determined by the Payee for referencing direct debit authorizations.,Authorization Reference Identifier,Identifier,1111-2344,0..1,,Unique identifier determined by the Payee for referencing direct debit authorizations. Used for advance notification Buyer on SEPA Direct Debit.,"Invoice: /Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID
CreditNote: /CreditNote/cac:PaymentMeans/cac:PaymentMandate/cbc:ID",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,68
BT-90,"Unique bank identifier of the Payee's or Seller's reference, as determined by the bank the payee, or Seller.",Bank Creditor Identifier,Identifier,3855123456789,0..1,"Remark: Sa schemeID = ""SEPA"" when the identifier refers to the Seller Sa schemeID = ""SEPA"" when the identifier refers to the Recipient payment","Unique bank identifier of the Payee's or Seller's reference, as determined by the bank the payee, or Seller. Used for advance notification Buyer on SEPA Direct Debit. Remark: Sa schemeID = ""SEPA"" when the identifier refers to the Seller Sa schemeID = ""SEPA"" when the identifier refers to the Recipient payment","Invoice: /Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbcSaschemeID=
CreditNote: /CreditNote/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/theidentifiercbc:ID/Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:IDSaschemeID=/CreditNote/cac:PayeeParty/cac:PartyIdentification/cbc:ID""SEPA""when",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,68
BT-91,An account debited by direct debit. A group of business terms that offer information about discounts applicable to the account as a whole.,Debit Account Identifier,Identifier,HRXXXXXXXXXXXXXXXXXXX,0..1,Remark: With cbc:ChargeIndica,"An account debited by direct debit. A group of business terms that offer information about discounts applicable to the account as a whole. Deductions, such as withheld taxes, also can be listed in this group. Remark: With cbc:ChargeIndica","Invoice: /Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID
CreditNote: /CreditNote/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"68,69,70"
BT-92,"Discount amount, excluding VAT.",Document-Level Discount Amount,Amount,false,1..1,"Remark: With cbc:ChargeIndica tor = ""false""","Discount amount, excluding VAT. Remark: With cbc:ChargeIndica tor = ""false""","Invoice: /Invoice/cac:AllowanceCharge/cbc:AmountWith
CreditNote: /CreditNote/cac:AllowanceCharge/cbc:Amountcbc:ChargeIndica",BR-31 Each document-level discount (BG-20) must have a document-level discount amount (BT-92),,,,2,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,70
BT-93,"An amount base that can be used, along with the document-level discount percentage, to calculate the document- level discount amount.",Document-Level Discount Base,Amount,false,0..1,"Remark: With cbc:ChargeIndica tor = ""false""","An amount base that can be used, along with the document-level discount percentage, to calculate the document- level discount amount. Remark: With cbc:ChargeIndica tor = ""false""","Invoice: /Invoice/cac:AllowanceCharge/cbc:BaseAmountWith
CreditNote: /CreditNote/cac:AllowanceCharge/cbc:BaseAmountcbc:ChargeIndica",,,,,2,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,70
BT-94,"The percentage that can be used, together with the base of the discount amount at the document level, to calculate the amount of the discount at the document level.",Document-Level Discount Percentage,Percentage,false,0..1,"Remark: With cbc:ChargeIndica tor = ""false""","The percentage that can be used, together with the base of the discount amount at the document level, to calculate the amount of the discount at the document level. Remark: With cbc:ChargeIndica tor = ""false""","Invoice: /Invoice/cac:AllowanceCharge/cbc:MultiplierFactorNumericWith
CreditNote: /CreditNote/cac:AllowanceCharge/cbc:MultiplierFactorNumericcbc:ChargeIndica",,,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,70
BT-95,A coded VAT category identification that is applied to the document- level discount.,Document-Level VAT Discount Category Code,Code,false,1..1,"UNTDID 5305; Remark: With cbc:ChargeIndica tor = ""false"" Sa cac:TaxScheme/c bc:ID = ""VAT""","A coded VAT category identification that is applied to the document- level discount. The following definitions from UNTDID 5305 [6] are used (additional clarification in parentheses): - Standard rate (subject to VAT on the standard way). - Goods with a zero rate (subject to VAT at a zero percentage rate) - Tax Exempt (VAT/IGIC/IPSI) - VAT rules for reverse charge (VAT/IGIC/IPSI reverse charge rules apply) - VAT exemption for intra-EU supplies of goods (VAT/IGIC/IPSI not charged due to intra-EU supply rules) - A free export item, the tax is not (VAT/IGIC/IPSI is not charged due to exports outside the EU) - Services outside the scope of tax (VAT/IGIC/IPSI does not apply to sales) - General indirect tax for the Canary Islands (subject to IGIC tax) - Subject to IPSI (tax for Ceuta and Melilla) Remark: With cbc:ChargeIndica tor = ""false"" Sa cac:TaxScheme/c bc:ID = ""VAT""","Invoice: /Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:IDWith
CreditNote: /CreditNote/cac:AllowanceCharge/cac:TaxCategory/cbc:IDcbc:ChargeIndica",BR-32 Each document-level discount (BG-20) must have a document-level discount VAT category code (BT-95),,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,70
BT-96,The VAT rate shown as a percentage applied to the document-level discount.,Document-Level Discount VAT Rate,Percentage,false,0..1,"Remark: With cbc:ChargeIndica tor = ""false""","The VAT rate shown as a percentage applied to the document-level discount. Remark: With cbc:ChargeIndica tor = ""false""","Invoice: /Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:PercentWith
CreditNote: /CreditNote/cac:AllowanceCharge/cac:TaxCategory/cbc:Percentcbc:ChargeIndica","BR-S-6 In a document-level discount (BG-20), where the document-level discount VAT category (BT-95) is ""Standard rated"", the document-level discount VAT rate (BT-96) must be higher than zero. | BR-Z-6 In a document-level discount (BG-20), where the document-level discount VAT category (BT-95) code is ""Zero rated"", the document-level discount VAT rate (BT-96) must be 0 (zero). | BR-E-6 In a document-level discount (BG-20), where the document-level discount VAT category code (BT-95) is ""Exempt from VAT"", the document-level discount VAT rate (BT-96) must be 0 (zero). | BR-AE-6 In a document-level discount (BG-20), where the document-level discount VAT category (BT-95) is ""Reverse charge"", the document-level discount VAT rate (BT-96) must be 0 (zero). | BR-IC-6 In a document-level discount (BG-20), where the document-level discount VAT category (BT-95) is ""Intra- community supply"", the document-level discount VAT rate (BT-96) must be 0 (zero). | BR-G-6 In a document-level discount (BG-20), where the document-level discount VAT category code (BT-95) is ""Export outside the EU"", the document-level discount VAT rate (BT-96) must be 0 (zero). | BR-O-6 In the document-level discount (BG-20), where the VAT category code is the document-level discount (BT-95) ""Not subject to VAT"", must not contain the VAT rate of the discount at the document level (BT-96)",,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,"70,71"
BT-97,"The reason for the discount at the document level, expressed in the form of text.",Document-Level Discount Reason,Text,false,0..1,"Remark: With cbc:ChargeIndica tor = ""false""","The reason for the discount at the document level, expressed in the form of text. Remark: With cbc:ChargeIndica tor = ""false""","Invoice: /Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReasonWith
CreditNote: /CreditNote/cac:AllowanceCharge/cbc:AllowanceChargeReasoncbc:ChargeIndica","BR-33 Each document-level discount (BG-20) must have a document-level discount reason (BT-97) or a document- level discount reason (BT-98) | BR-CO-5 The document-level discount reason (BT-98) and the document-level discount reason (BT-97) will indicate the the same type of discount. | BR-CO-21 Each document-level discount (BG-20) must include a document-level discount reason (BT-97) or a document- level discount reason (BT-98), or both.",,,,,Specification-of-the-usecase-of-eInvoice-with-HR-extensions.pdf,71
